Employee_ID,Gender,Age,Department,Role_Level,Location,Education,Hire_Date,Offer_Acceptance_Date,Source_of_Hire,Expected_Salary,Offered_Salary,Manager_Experience_Years,Work_Mode,Laptop_Day1,Buddy_Assigned,Training_Hours_First_Month,Role_Clarity_Score,Onboarding_Satisfaction_Score,Manager_First_Meeting_Days,First_Project_Assigned_Days,Employment_Status,Tenure_Months,Early_Attrition,Exit_Reason_Category,Exit_Reason_Detail,Column1
EMP0143,Male,36,Finance,Senior,Pune,Graduate,16-11-2022,27-10-2022,Campus,437690,405431,1,Onsite,No,Yes,9,2,3,3,8,Active,29,No,NA,NA,
EMP0144,Female,26,Sales,Senior,Delhi,Graduate,09-12-2022,26-11-2022,Job Portal,655770,703900,4,Hybrid,Yes,Yes,9,1,5,3,21,Active,34,No,NA,NA,
EMP0145,Male,38,Operations,Mid,Delhi,Graduate,11-09-2023,20-08-2023,Campus,542688,524103,3,Onsite,No,Yes,28,2,3,0,27,Active,16,No,NA,NA,
EMP0146,Male,28,HR,Senior,Bangalore,Graduate,30-04-2023,10-04-2023,Job Portal,506689,479603,4,Remote,Yes,No,26,2,4,2,24,Resigned,18,No,Compensation,Salary Mismatch,
EMP0147,Female,24,Sales,Mid,Bangalore,Graduate,28-06-2023,21-06-2023,Agency,564609,539175,2,Hybrid,No,Yes,23,2,2,4,14,Active,15,No,NA,NA,
EMP0148,Male,29,Sales,Mid,Bangalore,Graduate,12-04-2022,13-03-2022,Job Portal,829862,857556,6,Remote,No,No,13,5,5,3,42,Active,34,No,NA,NA,
EMP0149,Female,34,Finance,Entry,Mumbai,Graduate,11-10-2023,21-09-2023,Referral,828244,856562,12,Onsite,Yes,Yes,20,3,1,8,19,Resigned,10,No,Compensation,Better Offer,
EMP0150,Female,38,HR,Entry,Mumbai,Graduate,10-02-2023,24-01-2023,Campus,899024,916817,14,Remote,No,Yes,26,2,1,4,27,Resigned,17,No,Manager Issues,Micromanagement,
EMP0151,Male,36,Operations,Mid,Mumbai,Postgraduate,17-12-2022,07-12-2022,Referral,780088,782994,13,Remote,Yes,Yes,20,3,3,1,7,Active,23,No,NA,NA,
EMP0152,Male,39,Finance,Mid,Pune,Postgraduate,17-05-2023,10-05-2023,Campus,764887,812390,12,Remote,Yes,No,29,2,5,5,33,Resigned,10,No,Career Growth,Lack of Learning,
EMP0153,Female,35,Sales,Senior,Delhi,Postgraduate,12-06-2024,27-05-2024,Campus,591985,571088,9,Hybrid,No,No,40,3,2,8,37,Resigned,2,Yes,Personal,Health Issues,
EMP0154,Male,34,Sales,Senior,Bangalore,Graduate,27-09-2023,21-09-2023,Job Portal,636339,586601,1,Hybrid,No,Yes,14,2,3,7,22,Active,28,No,NA,NA,
EMP0155,Male,29,IT,Senior,Pune,Graduate,31-03-2024,20-03-2024,Referral,801863,792059,8,Hybrid,Yes,Yes,27,5,3,10,31,Active,34,No,NA,NA,
EMP0156,Female,32,Finance,Senior,Bangalore,Graduate,10-02-2023,31-01-2023,Agency,544617,531893,15,Remote,No,No,15,4,3,0,19,Resigned,23,No,Role Mismatch,Job Different From Discussion,
EMP0157,Male,29,Finance,Mid,Bangalore,Postgraduate,30-03-2022,01-03-2022,Campus,679123,637151,4,Remote,Yes,Yes,39,5,4,6,19,Active,7,No,NA,NA,
EMP0158,Male,36,Operations,Senior,Bangalore,Postgraduate,16-06-2023,01-06-2023,Job Portal,364012,339466,12,Remote,No,No,26,1,5,0,13,Active,7,No,NA,NA,
EMP0159,Female,25,HR,Mid,Pune,Postgraduate,20-05-2024,24-04-2024,Job Portal,381581,390714,6,Onsite,Yes,Yes,15,3,3,6,40,Resigned,24,No,Career Growth,Lack of Learning,
EMP0160,Female,34,HR,Senior,Pune,Graduate,07-07-2022,23-06-2022,Job Portal,886637,910189,13,Onsite,No,No,22,5,4,0,33,Active,25,No,NA,NA,
EMP0161,Male,34,IT,Entry,Hyderabad,Graduate,19-12-2023,19-11-2023,Referral,433639,449411,4,Remote,No,No,12,3,3,3,24,Active,33,No,NA,NA,
EMP0162,Female,25,HR,Mid,Pune,Graduate,29-05-2023,18-05-2023,Job Portal,709935,690868,8,Onsite,Yes,No,22,4,1,10,35,Active,17,No,NA,NA,
EMP0163,Female,25,Operations,Mid,Hyderabad,Postgraduate,05-06-2024,21-05-2024,Referral,605896,636290,2,Onsite,Yes,No,33,1,1,7,7,Active,27,No,NA,NA,
EMP0164,Male,31,Finance,Entry,Pune,Postgraduate,17-05-2024,29-04-2024,Agency,489942,458647,11,Hybrid,No,Yes,18,3,2,3,7,Active,22,No,NA,NA,
EMP0165,Male,30,HR,Senior,Delhi,Graduate,13-04-2023,24-03-2023,Referral,893071,905300,7,Onsite,Yes,No,37,4,2,2,9,Resigned,15,No,Personal,Relocation,
EMP0166,Female,22,IT,Senior,Hyderabad,Graduate,18-04-2023,24-03-2023,Agency,885889,853389,15,Onsite,Yes,No,15,5,4,6,8,Active,28,No,NA,NA,
EMP0167,Female,27,Finance,Senior,Hyderabad,Graduate,12-01-2024,25-12-2023,Job Portal,390059,420616,6,Onsite,Yes,Yes,11,1,3,5,26,Active,22,No,NA,NA,
EMP0168,Female,37,Finance,Entry,Hyderabad,Postgraduate,10-05-2022,30-04-2022,Job Portal,686460,685606,11,Onsite,Yes,No,29,4,1,2,27,Resigned,3,Yes,Role Mismatch,No Role Clarity,
EMP0169,Male,32,IT,Mid,Bangalore,Postgraduate,07-03-2023,13-02-2023,Job Portal,438772,455105,5,Onsite,Yes,No,13,5,3,3,34,Resigned,14,No,Role Mismatch,No Role Clarity,
EMP0170,Female,23,Finance,Senior,Mumbai,Postgraduate,28-02-2022,15-02-2022,Campus,770153,812510,8,Onsite,No,No,15,4,4,5,23,Active,16,No,NA,NA,
EMP0171,Female,30,HR,Senior,Bangalore,Graduate,02-10-2023,26-09-2023,Job Portal,439858,427229,6,Onsite,Yes,No,36,1,2,5,41,Active,36,No,NA,NA,
EMP0172,Female,29,IT,Entry,Delhi,Graduate,28-07-2022,23-07-2022,Referral,509612,471176,11,Hybrid,No,Yes,35,4,4,6,25,Resigned,11,No,Work Culture,Toxic Culture,
EMP0173,Female,29,Sales,Senior,Pune,Graduate,12-01-2024,20-12-2023,Job Portal,600747,551967,9,Hybrid,Yes,Yes,11,2,4,2,31,Active,10,No,NA,NA,
EMP0174,Male,39,Sales,Mid,Mumbai,Graduate,28-03-2022,15-03-2022,Agency,458129,465473,15,Hybrid,No,No,16,1,2,3,20,Resigned,18,No,Manager Issues,Micromanagement,
EMP0175,Female,40,HR,Mid,Pune,Graduate,29-11-2023,31-10-2023,Referral,723639,693707,3,Hybrid,No,Yes,22,4,4,4,30,Active,11,No,NA,NA,
EMP0176,Female,28,Sales,Senior,Mumbai,Postgraduate,08-05-2024,01-05-2024,Agency,434332,450510,10,Onsite,Yes,No,24,5,5,8,27,Resigned,24,No,Manager Issues,Poor Manager Behavior,
EMP0177,Female,36,Finance,Mid,Hyderabad,Postgraduate,19-01-2024,02-01-2024,Campus,351690,357332,13,Onsite,No,Yes,36,3,5,8,6,Active,12,No,NA,NA,
EMP0178,Male,24,HR,Senior,Bangalore,Graduate,02-09-2023,04-08-2023,Referral,564091,611421,13,Remote,No,No,35,5,3,3,27,Active,21,No,NA,NA,
EMP0179,Male,27,HR,Senior,Bangalore,Graduate,09-08-2023,10-07-2023,Agency,830126,797895,8,Remote,No,Yes,32,4,1,6,31,Active,20,No,NA,NA,
EMP0180,Female,23,IT,Entry,Hyderabad,Postgraduate,04-01-2024,30-12-2023,Job Portal,603192,641680,9,Onsite,Yes,No,30,4,4,4,32,Resigned,5,Yes,Personal,Relocation,
EMP0181,Female,25,HR,Senior,Hyderabad,Graduate,10-01-2023,25-12-2022,Referral,653570,672138,15,Remote,Yes,Yes,37,5,2,7,43,Active,22,No,NA,NA,
EMP0182,Female,37,Finance,Entry,Hyderabad,Graduate,12-02-2022,01-02-2022,Campus,643852,610309,5,Onsite,Yes,No,7,3,4,7,11,Resigned,18,No,Role Mismatch,Job Different From Discussion,
EMP0183,Female,28,IT,Entry,Bangalore,Graduate,16-01-2022,20-12-2021,Referral,867279,912048,6,Remote,Yes,No,38,4,2,3,6,Active,18,No,NA,NA,
EMP0184,Male,35,HR,Mid,Bangalore,Postgraduate,01-03-2024,05-02-2024,Campus,679564,677685,14,Remote,No,No,28,2,4,9,13,Active,24,No,NA,NA,
EMP0185,Female,33,Operations,Mid,Mumbai,Graduate,11-06-2022,12-05-2022,Campus,547390,511881,12,Hybrid,No,No,19,4,2,10,14,Resigned,18,No,Work Culture,Toxic Culture,
EMP0186,Female,29,HR,Senior,Mumbai,Postgraduate,01-11-2022,25-10-2022,Referral,640288,655754,7,Onsite,No,Yes,23,5,5,8,10,Active,23,No,NA,NA,
EMP0187,Female,22,Sales,Mid,Mumbai,Postgraduate,17-05-2023,24-04-2023,Referral,813657,803314,7,Remote,No,No,30,5,3,4,16,Active,23,No,NA,NA,
EMP0188,Male,40,Finance,Entry,Bangalore,Graduate,01-04-2024,10-03-2024,Agency,520105,532148,14,Onsite,No,Yes,8,3,1,5,33,Active,9,No,NA,NA,
EMP0189,Male,36,HR,Mid,Pune,Postgraduate,28-08-2022,12-08-2022,Agency,539963,520129,11,Onsite,No,No,32,1,1,10,13,Active,33,No,NA,NA,
EMP0190,Male,30,HR,Mid,Delhi,Graduate,22-07-2022,10-07-2022,Campus,873015,903442,8,Hybrid,No,Yes,34,1,2,1,40,Resigned,13,No,Work Culture,Team Conflict,
EMP0191,Male,31,HR,Senior,Delhi,Graduate,05-06-2022,11-05-2022,Job Portal,803685,845116,6,Onsite,Yes,No,7,2,2,0,27,Resigned,21,No,Work Culture,Toxic Culture,
EMP0192,Female,32,Finance,Entry,Pune,Postgraduate,17-01-2024,25-12-2023,Campus,569342,602317,11,Hybrid,No,Yes,16,2,3,0,43,Active,32,No,NA,NA,
EMP0193,Female,25,HR,Mid,Pune,Graduate,21-06-2023,11-06-2023,Referral,554096,584252,11,Onsite,No,Yes,21,4,4,5,38,Active,25,No,NA,NA,
EMP0194,Female,30,HR,Entry,Hyderabad,Graduate,23-08-2023,10-08-2023,Job Portal,887900,872615,15,Remote,No,Yes,33,4,3,8,18,Active,6,No,NA,NA,
EMP0195,Female,36,Operations,Entry,Delhi,Graduate,28-07-2023,19-07-2023,Referral,619541,642647,11,Hybrid,Yes,No,32,5,1,5,30,Active,12,No,NA,NA,
EMP0196,Female,37,Sales,Senior,Bangalore,Graduate,05-02-2023,24-01-2023,Campus,487728,485277,4,Remote,No,No,16,3,4,6,5,Active,35,No,NA,NA,
EMP0197,Male,28,Operations,Mid,Pune,Graduate,02-04-2023,15-03-2023,Agency,613341,638647,15,Hybrid,No,No,6,3,1,1,28,Active,19,No,NA,NA,
EMP0198,Male,31,HR,Senior,Hyderabad,Graduate,18-06-2024,22-05-2024,Referral,549908,562928,10,Remote,No,No,40,1,2,3,39,Active,29,No,NA,NA,
EMP0199,Female,28,IT,Senior,Mumbai,Graduate,15-06-2022,27-05-2022,Campus,856399,873142,8,Hybrid,No,Yes,8,4,1,5,33,Active,6,No,NA,NA,
EMP0200,Female,31,Sales,Entry,Bangalore,Graduate,21-04-2022,16-04-2022,Referral,526979,554415,12,Hybrid,Yes,No,28,4,2,9,5,Active,25,No,NA,NA,
EMP0201,Male,40,IT,Entry,Delhi,Graduate,17-02-2024,26-01-2024,Agency,658457,664857,9,Remote,Yes,No,15,1,3,10,18,Active,14,No,NA,NA,
EMP0202,Male,32,Sales,Entry,Delhi,Graduate,21-03-2023,20-02-2023,Campus,883591,924071,1,Remote,No,No,6,3,2,4,22,Resigned,14,No,Career Growth,No Growth Opportunity,
EMP0203,Female,26,Finance,Entry,Hyderabad,Postgraduate,15-03-2022,08-03-2022,Agency,531767,574117,11,Onsite,No,Yes,40,4,4,4,45,Resigned,8,No,Work Culture,Team Conflict,
EMP0204,Female,22,HR,Entry,Bangalore,Graduate,19-03-2024,27-02-2024,Agency,540969,525456,11,Hybrid,No,Yes,5,5,3,3,23,Active,29,No,NA,NA,
EMP0205,Female,24,Operations,Entry,Mumbai,Postgraduate,17-07-2022,01-07-2022,Job Portal,897912,871838,5,Remote,Yes,No,14,3,4,7,35,Active,27,No,NA,NA,
EMP0206,Male,31,HR,Mid,Delhi,Graduate,22-04-2024,26-03-2024,Job Portal,465361,507292,8,Remote,No,No,25,1,1,1,31,Resigned,19,No,Career Growth,No Growth Opportunity,
EMP0207,Female,32,HR,Mid,Hyderabad,Graduate,11-06-2024,18-05-2024,Referral,442764,473715,5,Hybrid,No,No,12,1,3,7,37,Resigned,16,No,Compensation,Low Increment,
EMP0208,Male,35,Finance,Senior,Pune,Postgraduate,22-02-2023,07-02-2023,Campus,854430,888492,11,Remote,No,Yes,7,2,1,10,36,Active,29,No,NA,NA,
EMP0209,Male,27,HR,Entry,Pune,Graduate,22-12-2023,12-12-2023,Job Portal,545516,557891,12,Hybrid,No,No,29,1,5,6,32,Resigned,20,No,Personal,Higher Studies,
EMP0210,Female,34,Finance,Senior,Mumbai,Postgraduate,14-03-2024,26-02-2024,Agency,726484,701630,4,Hybrid,No,No,24,2,5,2,15,Resigned,8,No,Compensation,Salary Mismatch,
EMP0211,Female,40,Operations,Mid,Bangalore,Postgraduate,16-07-2023,04-07-2023,Campus,823502,818235,6,Remote,No,No,39,5,3,0,10,Active,27,No,NA,NA,
EMP0212,Male,23,IT,Mid,Delhi,Graduate,11-02-2023,05-02-2023,Referral,883480,932759,13,Onsite,No,Yes,24,4,1,8,19,Active,35,No,NA,NA,
EMP0213,Female,29,Sales,Entry,Bangalore,Graduate,20-08-2023,07-08-2023,Job Portal,593217,623179,4,Onsite,No,No,30,2,2,6,20,Active,10,No,NA,NA,
EMP0214,Male,35,Operations,Entry,Bangalore,Graduate,12-01-2024,18-12-2023,Job Portal,377573,413122,12,Hybrid,Yes,No,19,2,2,4,33,Resigned,5,Yes,Role Mismatch,No Role Clarity,
EMP0215,Female,30,Operations,Mid,Hyderabad,Postgraduate,06-01-2023,12-12-2022,Referral,483766,446282,4,Remote,No,No,34,5,4,6,37,Active,13,No,NA,NA,
EMP0216,Female,23,Finance,Mid,Delhi,Postgraduate,17-03-2022,03-03-2022,Referral,701990,688736,13,Hybrid,No,No,16,1,4,4,6,Resigned,5,Yes,Career Growth,Lack of Learning,
EMP0217,Female,30,Sales,Senior,Mumbai,Postgraduate,23-02-2022,28-01-2022,Job Portal,643928,609163,11,Remote,No,Yes,24,1,5,5,25,Active,19,No,NA,NA,
EMP0218,Male,29,IT,Mid,Delhi,Postgraduate,19-05-2022,05-05-2022,Referral,884282,906834,1,Hybrid,No,Yes,25,4,4,7,26,Active,9,No,NA,NA,
EMP0219,Male,23,Finance,Entry,Mumbai,Graduate,07-03-2022,17-02-2022,Job Portal,726493,765614,7,Onsite,No,Yes,10,3,5,1,40,Active,17,No,NA,NA,
EMP0220,Male,31,Operations,Entry,Bangalore,Graduate,26-01-2023,30-12-2022,Agency,663223,659291,5,Onsite,Yes,Yes,6,5,5,8,44,Active,17,No,NA,NA,
EMP0221,Female,39,Operations,Senior,Bangalore,Postgraduate,19-04-2023,22-03-2023,Referral,361791,407647,2,Remote,Yes,Yes,10,4,3,5,32,Active,22,No,NA,NA,
EMP0222,Male,33,Sales,Senior,Bangalore,Postgraduate,31-10-2023,15-10-2023,Job Portal,802458,845872,5,Hybrid,No,Yes,40,4,3,8,15,Active,10,No,NA,NA,
EMP0223,Male,22,Finance,Mid,Mumbai,Postgraduate,04-05-2024,19-04-2024,Agency,513095,508331,11,Remote,Yes,Yes,22,5,3,9,7,Resigned,21,No,Personal,Health Issues,
EMP0224,Female,40,IT,Entry,Mumbai,Postgraduate,29-01-2023,31-12-2022,Referral,457285,475036,11,Hybrid,No,No,26,5,3,4,17,Active,13,No,NA,NA,
EMP0225,Male,34,HR,Senior,Mumbai,Postgraduate,30-05-2022,12-05-2022,Agency,461450,447460,14,Hybrid,No,Yes,11,2,5,5,45,Resigned,14,No,Work Culture,Team Conflict,
EMP0226,Male,38,HR,Entry,Mumbai,Postgraduate,02-05-2023,08-04-2023,Referral,370554,391709,8,Remote,Yes,No,17,5,1,6,8,Resigned,22,No,Personal,Higher Studies,
EMP0227,Male,39,IT,Senior,Mumbai,Postgraduate,01-07-2022,22-06-2022,Referral,647532,678387,5,Remote,No,No,30,1,2,7,32,Active,21,No,NA,NA,
EMP0228,Male,26,IT,Mid,Mumbai,Postgraduate,20-02-2023,21-01-2023,Referral,591973,577120,8,Remote,Yes,No,32,4,2,3,39,Active,12,No,NA,NA,
EMP0229,Male,23,Finance,Senior,Delhi,Graduate,24-04-2022,25-03-2022,Referral,523190,511936,14,Remote,No,No,26,3,4,7,7,Active,19,No,NA,NA,
EMP0230,Male,28,HR,Senior,Mumbai,Graduate,18-01-2022,25-12-2021,Agency,618632,591952,15,Onsite,Yes,No,29,5,3,5,38,Active,12,No,NA,NA,
EMP0231,Female,40,IT,Mid,Mumbai,Postgraduate,10-02-2022,13-01-2022,Agency,551019,535939,7,Onsite,No,Yes,12,2,2,1,39,Active,11,No,NA,NA,
EMP0232,Female,31,IT,Senior,Bangalore,Graduate,25-07-2022,10-07-2022,Agency,574982,530068,6,Onsite,No,Yes,36,1,4,0,26,Active,21,No,NA,NA,
EMP0233,Female,36,Sales,Mid,Delhi,Graduate,22-07-2022,16-07-2022,Campus,828267,802554,5,Remote,Yes,No,14,3,4,2,40,Active,30,No,NA,NA,
EMP0234,Male,38,IT,Entry,Pune,Graduate,25-08-2022,28-07-2022,Job Portal,875145,848402,12,Hybrid,Yes,Yes,26,3,3,10,32,Active,35,No,NA,NA,
EMP0235,Male,38,Sales,Entry,Pune,Graduate,31-03-2022,20-03-2022,Campus,773771,741159,14,Onsite,Yes,No,14,3,5,8,34,Resigned,18,No,Manager Issues,Lack of Feedback,
EMP0236,Female,27,Sales,Senior,Delhi,Postgraduate,01-07-2023,19-06-2023,Job Portal,472476,494661,12,Onsite,Yes,No,12,5,1,6,15,Active,9,No,NA,NA,
EMP0237,Male,28,Finance,Mid,Hyderabad,Graduate,13-12-2023,05-12-2023,Agency,609228,596218,14,Onsite,Yes,Yes,15,1,3,10,41,Active,22,No,NA,NA,
EMP0238,Female,29,Operations,Entry,Pune,Postgraduate,01-02-2024,06-01-2024,Job Portal,472655,482118,9,Remote,No,No,11,2,3,6,5,Resigned,14,No,Career Growth,No Growth Opportunity,
EMP0239,Male,40,IT,Senior,Mumbai,Postgraduate,06-10-2023,25-09-2023,Referral,373303,363089,2,Onsite,Yes,No,39,3,3,6,7,Active,16,No,NA,NA,
EMP0240,Female,33,Operations,Entry,Mumbai,Postgraduate,05-01-2024,26-12-2023,Referral,759172,783280,15,Remote,No,Yes,21,1,1,1,36,Resigned,21,No,Role Mismatch,No Role Clarity,
EMP0241,Female,39,Finance,Entry,Hyderabad,Postgraduate,01-01-2024,09-12-2023,Job Portal,352157,332230,8,Hybrid,Yes,No,8,1,2,9,22,Active,29,No,NA,NA,
EMP0242,Male,32,Finance,Mid,Hyderabad,Graduate,10-03-2022,02-03-2022,Referral,815842,799529,10,Hybrid,Yes,No,24,5,3,0,22,Active,32,No,NA,NA,
EMP0243,Female,28,Finance,Senior,Bangalore,Graduate,15-01-2024,05-01-2024,Job Portal,591104,612086,3,Onsite,Yes,No,39,2,5,4,28,Active,29,No,NA,NA,
EMP0244,Female,34,Operations,Entry,Hyderabad,Graduate,30-11-2022,11-11-2022,Referral,882037,899542,13,Onsite,No,Yes,15,5,2,2,41,Active,22,No,NA,NA,
EMP0245,Female,33,Sales,Entry,Pune,Graduate,08-02-2022,23-01-2022,Job Portal,616082,577011,12,Hybrid,No,No,21,1,1,2,30,Resigned,16,No,Career Growth,Lack of Learning,
EMP0246,Female,26,IT,Senior,Hyderabad,Postgraduate,05-04-2022,16-03-2022,Referral,882899,932600,9,Onsite,No,No,32,4,4,2,8,Active,6,No,NA,NA,
EMP0247,Female,40,HR,Mid,Hyderabad,Graduate,24-04-2023,29-03-2023,Job Portal,480136,476563,6,Hybrid,Yes,No,13,1,5,3,15,Active,11,No,NA,NA,
EMP0248,Female,38,Operations,Mid,Hyderabad,Postgraduate,29-07-2022,30-06-2022,Referral,476338,512339,3,Remote,Yes,Yes,32,5,1,6,26,Active,21,No,NA,NA,
EMP0249,Male,33,HR,Mid,Mumbai,Postgraduate,04-05-2022,29-04-2022,Referral,539305,545776,15,Hybrid,No,Yes,29,5,5,0,32,Active,13,No,NA,NA,
EMP0250,Female,37,Operations,Senior,Pune,Graduate,11-04-2023,17-03-2023,Job Portal,863755,912476,13,Onsite,No,Yes,11,4,1,7,15,Active,34,No,NA,NA,
EMP0251,Male,37,HR,Entry,Delhi,Postgraduate,18-07-2022,09-07-2022,Campus,381969,430520,3,Onsite,Yes,Yes,9,1,5,8,45,Active,31,No,NA,NA,
EMP0252,Male,30,HR,Entry,Bangalore,Graduate,02-03-2023,17-02-2023,Referral,576961,620555,10,Hybrid,No,Yes,34,3,2,6,13,Active,21,No,NA,NA,
EMP0253,Male,32,Sales,Entry,Bangalore,Postgraduate,12-03-2024,16-02-2024,Referral,741197,790115,14,Hybrid,Yes,Yes,20,1,4,8,21,Active,22,No,NA,NA,
EMP0254,Female,24,Finance,Entry,Hyderabad,Postgraduate,27-02-2022,28-01-2022,Job Portal,767577,794243,7,Onsite,No,Yes,32,5,2,0,26,Active,29,No,NA,NA,
EMP0255,Female,34,Finance,Mid,Mumbai,Graduate,17-10-2023,18-09-2023,Agency,654850,618307,7,Remote,Yes,Yes,16,2,5,4,41,Resigned,12,No,Career Growth,Lack of Learning,
EMP0256,Female,37,Finance,Mid,Pune,Postgraduate,20-02-2023,06-02-2023,Job Portal,812939,845937,7,Onsite,No,Yes,18,3,2,4,44,Active,29,No,NA,NA,
EMP0257,Female,23,Finance,Mid,Pune,Graduate,22-03-2024,29-02-2024,Campus,616030,588837,4,Remote,No,Yes,38,2,4,6,44,Active,22,No,NA,NA,
EMP0258,Male,31,Finance,Senior,Mumbai,Postgraduate,13-03-2022,06-03-2022,Job Portal,611476,569883,14,Hybrid,Yes,Yes,19,2,3,5,41,Active,16,No,NA,NA,
EMP0259,Male,28,HR,Senior,Delhi,Postgraduate,08-06-2022,24-05-2022,Campus,368447,391470,1,Onsite,No,Yes,6,3,3,4,41,Active,14,No,NA,NA,
EMP0260,Male,25,HR,Entry,Delhi,Postgraduate,23-02-2023,06-02-2023,Referral,461362,495180,4,Remote,No,Yes,27,3,2,9,18,Resigned,5,Yes,Personal,Relocation,
EMP0261,Female,23,Finance,Senior,Mumbai,Graduate,14-11-2022,01-11-2022,Job Portal,634907,612766,12,Hybrid,No,No,11,4,4,4,20,Active,23,No,NA,NA,
EMP0262,Female,40,HR,Senior,Hyderabad,Graduate,15-04-2023,31-03-2023,Referral,893550,908401,8,Remote,No,Yes,7,2,3,2,30,Active,36,No,NA,NA,
EMP0263,Male,40,Finance,Mid,Pune,Postgraduate,14-03-2023,24-02-2023,Referral,769362,765768,11,Remote,Yes,Yes,20,5,4,4,17,Resigned,18,No,Role Mismatch,No Role Clarity,
EMP0264,Male,27,Sales,Entry,Hyderabad,Postgraduate,12-01-2022,26-12-2021,Agency,863001,871262,10,Remote,No,No,26,2,3,6,33,Active,16,No,NA,NA,
EMP0265,Male,34,IT,Entry,Bangalore,Graduate,09-09-2022,03-09-2022,Referral,825316,856894,12,Hybrid,No,Yes,13,2,2,8,29,Active,8,No,NA,NA,
EMP0266,Female,29,Sales,Entry,Hyderabad,Graduate,19-06-2022,13-06-2022,Job Portal,806022,786728,12,Onsite,Yes,No,36,2,2,10,39,Active,8,No,NA,NA,
EMP0267,Female,31,HR,Mid,Hyderabad,Graduate,26-11-2022,02-11-2022,Agency,490857,493593,1,Onsite,Yes,No,15,1,2,1,38,Active,34,No,NA,NA,
EMP0268,Female,26,IT,Entry,Bangalore,Graduate,22-11-2023,07-11-2023,Referral,588313,544431,2,Remote,No,No,11,1,3,1,17,Active,20,No,NA,NA,
EMP0269,Male,35,Finance,Senior,Bangalore,Postgraduate,01-01-2023,06-12-2022,Agency,824756,808956,12,Onsite,Yes,Yes,19,2,5,1,25,Active,26,No,NA,NA,
EMP0270,Male,32,Finance,Entry,Delhi,Graduate,11-01-2022,17-12-2021,Referral,881171,905981,12,Hybrid,Yes,Yes,8,1,5,4,37,Active,35,No,NA,NA,
EMP0271,Female,22,IT,Mid,Bangalore,Postgraduate,02-05-2024,02-04-2024,Job Portal,755092,775015,11,Remote,Yes,Yes,36,5,1,7,20,Active,18,No,NA,NA,
EMP0272,Female,36,IT,Entry,Mumbai,Postgraduate,13-02-2022,31-01-2022,Campus,449333,437945,13,Onsite,Yes,No,40,2,5,1,42,Active,27,No,NA,NA,
EMP0273,Male,33,HR,Senior,Pune,Graduate,13-12-2022,18-11-2022,Referral,494440,532203,4,Onsite,No,No,6,4,2,7,23,Active,27,No,NA,NA,
EMP0274,Female,28,Sales,Senior,Delhi,Postgraduate,23-04-2023,09-04-2023,Agency,488203,494625,14,Remote,No,Yes,5,3,2,3,33,Active,12,No,NA,NA,
EMP0275,Male,31,Operations,Senior,Mumbai,Graduate,12-02-2024,22-01-2024,Campus,785971,809608,8,Remote,Yes,Yes,40,1,1,5,21,Active,17,No,NA,NA,
EMP0276,Female,34,IT,Entry,Hyderabad,Graduate,31-01-2022,10-01-2022,Agency,597595,589809,10,Onsite,No,Yes,23,2,3,6,11,Active,27,No,NA,NA,
EMP0277,Female,38,Sales,Mid,Mumbai,Postgraduate,14-04-2024,31-03-2024,Job Portal,588979,627415,10,Hybrid,No,No,19,3,2,6,36,Active,17,No,NA,NA,
EMP0278,Female,36,Sales,Senior,Mumbai,Graduate,01-05-2022,09-04-2022,Campus,612023,594434,10,Remote,Yes,Yes,36,2,5,2,45,Active,6,No,NA,NA,
EMP0279,Female,40,IT,Entry,Pune,Graduate,17-09-2022,18-08-2022,Referral,553721,584994,12,Hybrid,Yes,Yes,40,5,2,0,26,Active,26,No,NA,NA,
EMP0280,Male,27,Operations,Entry,Pune,Postgraduate,23-03-2024,28-02-2024,Agency,447746,426502,11,Remote,No,Yes,11,5,4,3,15,Active,18,No,NA,NA,
EMP0281,Male,29,Sales,Senior,Pune,Postgraduate,31-01-2024,15-01-2024,Campus,547267,513912,2,Onsite,No,No,30,3,1,1,10,Active,26,No,NA,NA,
EMP0282,Male,23,Operations,Entry,Delhi,Postgraduate,07-08-2022,01-08-2022,Referral,696356,682801,11,Onsite,Yes,Yes,31,5,1,5,36,Active,8,No,NA,NA,
EMP0283,Male,37,HR,Senior,Bangalore,Postgraduate,05-11-2022,18-10-2022,Job Portal,672528,687305,7,Remote,No,Yes,34,3,2,0,43,Active,22,No,NA,NA,
EMP0284,Female,39,Operations,Entry,Hyderabad,Graduate,19-11-2023,27-10-2023,Job Portal,446664,486445,10,Hybrid,Yes,Yes,24,3,1,3,17,Resigned,18,No,Manager Issues,Micromanagement,
EMP0285,Female,23,Finance,Mid,Delhi,Graduate,29-01-2022,20-01-2022,Job Portal,375796,403604,3,Hybrid,No,Yes,13,2,3,3,29,Active,24,No,NA,NA,
EMP0286,Female,24,HR,Senior,Pune,Postgraduate,25-06-2022,27-05-2022,Campus,638002,621564,2,Hybrid,Yes,Yes,13,3,3,2,16,Resigned,7,No,Compensation,Salary Mismatch,
EMP0287,Female,33,Sales,Mid,Delhi,Graduate,14-06-2022,31-05-2022,Referral,624401,657958,15,Hybrid,Yes,No,21,1,5,4,15,Active,11,No,NA,NA,
EMP0288,Male,40,Operations,Mid,Mumbai,Postgraduate,01-06-2023,08-05-2023,Agency,698489,671072,7,Hybrid,No,No,27,1,5,0,6,Active,26,No,NA,NA,
